gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,52-CD4_S37_L002,53-CD4_S39_L002,SRR6927754,SRR6927756
ENSMUSG00000078606,Gvin2,100042856,"GTPase, very large interferon inducible, family member 2",2386.348779669386,3.3007373914712717,0.2580384425533134,12.791649797643254,1.825568430078667e-37,9.576120620445984e-35,6065,6099,231,435
ENSMUSG00000020522,Mfap3,216760,microfibrillar-associated protein 3,627.018255624033,-5.840939069388279,0.45777811900090243,-12.75932340789046,2.765930247606295e-37,1.3745217577841389e-34,19,42,468,1639
ENSMUSG00000057322,Rpl38,67671,ribosomal protein L38,1975.0339459119757,-4.658278769542549,0.36968761839679476,-12.600580970885275,2.0959494649223028e-36,9.894977423898192e-34,242,179,1344,5290
ENSMUSG00000117748,Derpc,116621581,DERPC proline and glycine rich nuclear protein,666.8809313677903,-4.362494049564356,0.35224761080236444,-12.384737087718731,3.1611915139901265e-35,1.4213319178616558e-32,76,98,696,1178
ENSMUSG00000010406,Mrpl52,68836,mitochondrial ribosomal protein L52,380.5342844185841,-4.376244226564441,0.35432756304880103,-12.350843352149003,4.820344511330166e-35,2.0688042216354284e-32,53,45,346,796
ENSMUSG00000030432,Rpl28,19943,ribosomal protein L28,11109.067099610193,-4.072402908480919,0.3331749293620907,-12.223017248861119,2.3422705251561926e-34,9.61552969501077e-32,1680,1826,7139,29872
ENSMUSG00000107176,Gm9794,100042008,predicted pseudogene 9794,8362.030565237783,-3.161770844295045,0.27861955928633275,-11.347985950425487,7.589065756309496e-30,2.9856649529614274e-27,2447,2269,5812,19761
ENSMUSG00000045382,Cxcr4,12767,chemokine (C-X-C motif) receptor 4,3609.0686063734092,-2.6027461689853104,0.23095348188737802,-11.269568866056376,1.8547585549051625e-29,7.005052110165818e-27,1408,1460,2634,7564
ENSMUSG00000026116,Tmem131,56030,transmembrane protein 131,2957.56862408058,-3.6278234685174042,0.3254488843481033,-11.14713751679987,7.394705701613224e-29,2.585955971653039e-26,455,799,2462,6351
ENSMUSG00000026466,Tor1aip1,208263,torsin A interacting protein 1,1229.276244857093,-3.6446793674,0.3342090867490014,-10.905386812948137,1.0863026493499964e-27,3.663167719700952e-25,297,212,929,2871
ENSMUSG00000091971,Hspa1a,193740,heat shock protein 1A,637.2116819558149,5.556449761924963,0.5174277540584291,10.738600158849454,6.70533473638906e-27,2.110392352699517e-24,2293,1174,15,25
ENSMUSG00000012848,Rps5,20103,ribosomal protein S5,5250.08336712595,-3.137856841994595,0.29361283276891703,-10.687056190300074,1.1702659662251835e-26,3.5644036300316715e-24,1540,1467,3535,12646
ENSMUSG00000025132,Arhgdia,192662,Rho GDP dissociation inhibitor (GDI) alpha,1088.4414624869378,-3.759019883884649,0.35694484827901507,-10.531094374967179,6.210816640136446e-26,1.83257908488026e-23,151,273,1009,2119
ENSMUSG00002076161,Rn7sk,19817,"RNA, 7SK, nuclear",1190.5976916792135,2.584158682477738,0.2469336375355101,10.464992571561357,1.2508634877861653e-25,3.5789857732354463e-23,2697,3044,164,370
ENSMUSG00000030844,Rgs10,67865,regulator of G-protein signalling 10,506.5839980804829,-5.066073116230332,0.48480027072269405,-10.449814948903212,1.468114026033083e-25,4.0770390099424616e-23,53,29,342,1384
ENSMUSG00000001642,Akr1b3,11677,"aldo-keto reductase family 1, member B3 (aldose reductase)",546.2219071969945,-2.863796325236117,0.2826415294097367,-10.132255975322579,3.973737930575916e-24,1.072000958299937e-21,177,194,454,1062
ENSMUSG00000000290,Itgb2,16414,integrin beta 2,3673.989014946368,-3.289650009637962,0.32674668339130364,-10.067891050934891,7.660300229819753e-24,2.0091265213877253e-21,741,1188,2632,8621
ENSMUSG00000050856,Atp5k,11958,"ATP synthase, H+ transporting, mitochondrial F1F0 complex, subunit E",393.40791677555853,-6.280987358868843,0.6257734156003812,-10.037159141448539,1.0464450979990946e-23,2.6704147608939056e-21,17,11,197,1269
ENSMUSG00000020515,Cnot8,69125,"CCR4-NOT transcription complex, subunit 8",409.8640797122995,-4.846779393400465,0.48729694457559813,-9.94625442936375,2.6185385249129967e-23,6.506379145323294e-21,48,29,271,1125
ENSMUSG00000006333,Rps9,76846,ribosomal protein S9,5170.436836908633,-3.3858779838007504,0.34601900575639266,-9.78523701725363,1.3028966119003435e-22,3.075487452390761e-20,1042,1509,3332,13156
ENSMUSG00000034254,Agpat1,55979,"1-acylglycerol-3-phosphate O-acyltransferase 1 (lysophosphatidic acid acyltransferase, alpha)",654.0363198040651,-4.050509444093834,0.41782674230998623,-9.694232163552506,3.1902824374025493e-22,7.346987018037773e-20,96,114,400,1805
ENSMUSG00000018326,Ywhab,54401,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide",467.27273577305175,-6.132367989538987,0.6341831401985898,-9.669711477379675,4.055197122513823e-22,9.116469340660836e-20,18,19,201,1584
ENSMUSG00000054892,Txk,22165,TXK tyrosine kinase,1229.4997197794962,-2.971277176025043,0.30817295734394107,-9.641589585386315,5.3355265262285275e-22,1.1715823595499943e-19,404,377,839,2873
ENSMUSG00000038965,Ube2l3,22195,ubiquitin-conjugating enzyme E2L 3,1592.6404174450436,-2.6300614277412597,0.2757081550024505,-9.539295011850061,1.438065533100314e-21,3.085957900802992e-19,514,737,1268,3100
ENSMUSG00000051413,Plagl2,54711,pleiomorphic adenoma gene-like 2,649.1638943969289,-4.162769197868001,0.43740756291766186,-9.51691180212082,1.7840185522323734e-21,3.743267371150682e-19,59,136,589,1341
ENSMUSG00000027634,Ndrg3,29812,N-myc downstream regulated gene 3,882.783825391077,-3.8025974454455103,0.4120329970295599,-9.228866311337452,2.7351131998871e-20,5.614117137681304e-18,151,182,522,2440
ENSMUSG00000049339,Retreg2,227298,reticulophagy regulator family member 2,889.3661355640907,-2.437786319245288,0.2648385852168707,-9.204800415502282,3.4230676371175585e-20,6.87672438929021e-18,354,427,662,1775
ENSMUSG00000028936,Rpl22,19934,ribosomal protein L22,3970.193436662278,-2.706415576462409,0.2945659439376035,-9.187808815521784,4.009246784552956e-20,7.886522529114378e-18,1321,1651,3799,6301
ENSMUSG00000015127,Unkl,74154,unkempt family like zinc finger,532.2962972287529,-4.615875378017106,0.5058902821775447,-9.124261802675113,7.222679970809254e-20,1.391766209885326e-17,81,35,390,1356
ENSMUSG00000017801,Mlx,21428,MAX-like protein X,440.3320266464511,3.195177722912945,0.3503303981790458,9.120469532535294,7.479955319678736e-20,1.4125147625681325e-17,1208,1017,38,102
ENSMUSG00000073102,Drc1,381738,dynein regulatory complex subunit 1,295.78157793594903,3.485318302915864,0.38492272310509645,9.054592243348175,1.3707897889045434e-19,2.5378425856542545e-17,768,755,25,50
ENSMUSG00000060636,Rpl35a,57808,ribosomal protein L35A,5605.96944260337,-2.728346121101852,0.304050180023743,-8.97334157437038,2.8765236044756083e-19,5.22310305258821e-17,1587,2573,4171,11816
ENSMUSG00000067274,Rplp0,11837,"ribosomal protein, large, P0",26673.543346912393,-2.8721098890539425,0.32233357032999826,-8.910365389846106,5.086465130744818e-19,9.061585615941995e-17,7681,10411,16849,64756
ENSMUSG00000007815,Rhoa,11848,ras homolog family member A,666.1626197513922,-3.6348407847289788,0.4086458195124154,-8.89484392392896,5.8501459735084845e-19,1.0229088570716131e-16,128,152,404,1794
ENSMUSG00000031818,Cox4i1,12857,cytochrome c oxidase subunit 4I1,1445.3466267866827,-5.36524748118714,0.6039415222281704,-8.883720167794884,6.466081932588296e-19,1.1100499201363399e-16,71,123,560,4986
ENSMUSG00000078974,Sec61g,20335,"SEC61, gamma subunit",325.02259117766715,-3.420530644125651,0.38753560565651585,-8.8263648402861,1.0813288651290666e-18,1.7912117797453765e-16,64,93,245,744
ENSMUSG00000003429,Rps11,27207,ribosomal protein S11,4911.593995899824,-5.08203137923343,0.5760586390854101,-8.82207302246523,1.1235993809738303e-18,1.829142302612915e-16,323,473,1836,16995
ENSMUSG00000050232,Cxcr3,12766,chemokine (C-X-C motif) receptor 3,740.1319010719259,5.257927306259313,0.5974981482051263,8.799905609840017,1.3693127744173975e-18,2.191364612889672e-16,2060,1983,30,17
ENSMUSG00000004105,Angptl2,26360,angiopoietin-like 2,351.6082240413654,3.7857240211584338,0.4305959528443083,8.79182443808813,1.4715058817297383e-18,2.3156597558820316e-16,1056,774,26,46
ENSMUSG00000060036,Rpl3,27367,ribosomal protein L3,3643.7873889819916,-2.1914408770213036,0.25024654689727727,-8.75712733778844,2.0028934495586318e-18,3.100216385366e-16,1771,1908,3135,5866
ENSMUSG00000047824,Pygo2,68911,pygopus 2,404.68771559294515,-4.1028511182002365,0.478362035404624,-8.576874447676072,9.748592962633218e-18,1.4846163669868199e-15,51,75,241,1136
ENSMUSG00000020108,Ddit4,74747,DNA-damage-inducible transcript 4,6900.65602964921,-1.7865660745343797,0.20931914779247782,-8.53512969728698,1.399982928194838e-17,2.098196636192962e-15,4222,4498,4709,12669
ENSMUSG00000024644,Cndp2,66054,CNDP dipeptidase 2 (metallopeptidase M20 family),458.6529052625878,-4.6725324581268595,0.5491490508153913,-8.508678019544888,1.7592763058432307e-17,2.5954823249643412e-15,71,25,364,1104
ENSMUSG00000026655,Fam107b,66540,"family with sequence similarity 107, member B",448.8301240005595,-2.92047851431056,0.3450064419013349,-8.464997054013732,2.5615916687017946e-17,3.7210074670588226e-15,120,176,346,946
ENSMUSG00000044475,Ascc1,69090,activating signal cointegrator 1 complex subunit 1,297.57764183590194,-3.942563355091454,0.4672843066204739,-8.437183314811351,3.25076408803866e-17,4.6505628059486414e-15,33,70,277,587
ENSMUSG00000094347,Or6c208,258724,olfactory receptor family 6 subfamily C member 208,179.40055596826673,-4.80010646894721,0.5692768347647863,-8.431937110053877,3.3998969481409736e-17,4.79131746035031e-15,13,22,204,286
ENSMUSG00000037533,Rapgef6,192786,Rap guanine nucleotide exchange factor (GEF) 6,2874.9769860743972,-4.304339439857138,0.5125164331775084,-8.39844180833582,4.524420778828675e-17,6.282291322602992e-15,316,467,1295,9165
ENSMUSG00000032562,Gnai2,14678,"guanine nucleotide binding protein (G protein), alpha inhibiting 2",2295.7539495088135,2.1714706751632846,0.2618719738043107,8.292107947320707,1.112588870629704e-16,1.5224730603602416e-14,4847,5728,438,821
ENSMUSG00000029152,Ociad1,68095,OCIA domain containing 1,1379.4776256411187,-2.171790466990081,0.2644740752034009,-8.211732909245669,2.1801881488244285e-16,2.9407623573143214e-14,680,730,928,2831
ENSMUSG00000054199,Gon4l,76022,gon-4-like (C.elegans),2067.0149641516027,-2.0336791472342766,0.2487319656052373,-8.176187335977275,2.92966384297775e-16,3.8960402824501296e-14,985,1304,1535,3759
ENSMUSG00000003435,Supt5,20924,"suppressor of Ty 5, DSIF elongation factor subunit",4265.271258621742,-3.0631284041817035,0.3762927186376,-8.140280830498188,3.94362101251295e-16,5.1716207777982325e-14,839,1750,3336,9063
ENSMUSG00000002489,Tiam1,21844,T cell lymphoma invasion and metastasis 1,662.4732436367876,2.36168262631169,0.29264376458934044,8.070162129118929,7.02048805127804e-16,8.884904804506808e-14,1611,1498,108,226
ENSMUSG00000029475,Kdm2b,30841,lysine (K)-specific demethylase 2B,320.94131299347254,-3.385497711899507,0.41954138037771793,-8.069520362571874,7.057486341220193e-16,8.884904804506808e-14,92,65,231,758
ENSMUSG00000040356,Skic2,108077,SKI2 subunit of superkiller complex,1261.5907638184863,2.035552753585059,0.253109881678691,8.042170223006467,8.826116729982024e-16,1.0965288705853984e-13,2816,2879,250,511
ENSMUSG00000035047,Kri1,215194,KRI1 homolog,1445.7380321351325,-2.3024350572508494,0.2892774446935714,-7.95926229122286,1.730680160935333e-15,2.122218451889794e-13,637,736,941,3128
ENSMUSG00000095597,Rps7-ps3,624124,"ribosomal protein S7, pseudogene 3",12101.368336042427,-3.263544920527868,0.4118036210666834,-7.925002971257026,2.2814087719349712e-15,2.7616745672576923e-13,3177,3236,6261,34118
ENSMUSG00000021374,Nup153,218210,nucleoporin 153,603.5963988891978,-2.7012288244699705,0.343226525483931,-7.870105087773687,3.543434784733622e-15,4.235077371829729e-13,204,250,398,1389
ENSMUSG00000081087,Rps15a-ps7,100043843,"ribosomal protein S15A, pseudogene 7",640.6801075055197,-3.9351189374887094,0.5005148148411129,-7.862142779405845,3.77617245270366e-15,4.456827537303495e-13,101,120,800,772
ENSMUSG00000119584,Rn18s,19791,18S ribosomal RNA,256153.70093016193,2.5461551626556425,0.32478350407085815,7.839545822808004,4.521789309959935e-15,5.270954896869346e-13,704714,517791,28210,100123
ENSMUSG00000055435,Maf,17132,MAF bZIP transcription factor,1261.6552319028879,3.4764712375310727,0.45914479943666686,7.5716228122292115,3.6859037493392577e-14,4.193048578465213e-12,4045,2400,129,160
ENSMUSG00000058297,Spock2,94214,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan 2",313.0197600841278,3.6012977508608492,0.47756972374835066,7.540883711377205,4.667972429505454e-14,5.247023295165535e-12,904,710,30,38
ENSMUSG00000029614,Rpl6,19988,ribosomal protein L6,2176.934990789966,-3.8373441779159623,0.5136226424875515,-7.471135149593734,7.950594410266316e-14,8.831707343733477e-12,384,417,933,6886
ENSMUSG00000054808,Actn4,60595,actinin alpha 4,2649.140384358941,-2.212224806138485,0.29750557599787913,-7.435910398379408,1.0385021588340617e-13,1.1401787655478153e-11,1463,1170,1745,5576
ENSMUSG00000025878,Uimc1,20184,ubiquitin interaction motif containing 1,1625.8165033661282,-1.8453873317407858,0.24937094647694927,-7.400169738343457,1.3601053181070923e-13,1.4761051050077203e-11,959,1030,1300,2578
ENSMUSG00000020340,Cyfip2,76884,cytoplasmic FMR1 interacting protein 2,956.9400702086639,-4.335527555686261,0.5867791329323465,-7.388687348202159,1.482853818083173e-13,1.591034744356968e-11,101,154,1318,917
ENSMUSG00000064368,ND6,17722,NADH dehydrogenase subunit 6,2599.853223015563,-3.8595570649220403,0.5255371717601387,-7.344022977471872,2.0726751760360922e-13,2.1988987654081776e-11,497,442,3447,2612
ENSMUSG00000070319,Eif3g,53356,"eukaryotic translation initiation factor 3, subunit G",712.3067883377839,-3.7241175270243776,0.5083089759161834,-7.326483897538844,2.3626956808851513e-13,2.4787302909908444e-11,107,177,363,2098
ENSMUSG00000034586,Hid1,217310,HID1 domain containing,866.9707963977633,-2.456630618090921,0.3380671387967001,-7.266694499900032,3.68390650357408e-13,3.8223566161259844e-11,439,307,738,1514
ENSMUSG00000019478,Rab4a,19341,"RAB4A, member RAS oncogene family",164.0268328388162,-3.275107842883059,0.4513964568303643,-7.255501883821502,4.001752072223931e-13,4.107015550645474e-11,48,38,140,330
ENSMUSG00000025935,Tram1,72265,translocating chain-associating membrane protein 1,167.71742314872284,-4.758155106761224,0.6605538479568651,-7.20328118817035,5.87805776664434e-13,5.967808756199555e-11,11,23,93,502
ENSMUSG00000023452,Pisd,320951,phosphatidylserine decarboxylase,425.6767150240146,-2.3282591374310844,0.3253967495347704,-7.155139505111428,8.358787273065454e-13,8.396135045987661e-11,174,225,306,856
ENSMUSG00000022565,Plec,18810,plectin,1189.3231040526236,5.067110380239005,0.7114453381835251,7.122276453699791,1.0615885046472865e-12,1.0551072274610189e-10,5156,1208,18,109
ENSMUSG00000062683,Atp5g2,67942,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C2 (subunit 9)",969.8466704292109,-5.287956721519682,0.7431829004171981,-7.115283086506968,1.1168336484271576e-12,1.0984524279634607e-10,18,121,1201,1351
ENSMUSG00000027510,Rbm38,56190,RNA binding motif protein 38,4249.143945600767,-1.7314539801065036,0.24386474813471729,-7.100058509276638,1.2470408340049244e-12,1.2138721190386078e-10,2441,3105,2799,7915
ENSMUSG00000035674,Ndufa3,66091,NADH:ubiquinone oxidoreductase subunit A3,469.6409954508542,-2.7555787474122027,0.38968560404023306,-7.071287003786014,1.535032815337233e-12,1.4789571267769546e-10,199,140,322,1060
ENSMUSG00000090877,Hspa1b,15511,heat shock protein 1B,1756.4130425643418,5.136954982610441,0.7293961212655711,7.042750616355541,1.884814001163722e-12,1.7976175554533197e-10,6056,3449,80,29
ENSMUSG00000026455,Klhl12,240756,kelch-like 12,199.93981484556414,-3.1565904565849165,0.45116835834059144,-6.996480134810286,2.62472968725552e-12,2.45373244624422e-10,54,59,201,323
ENSMUSG00000025290,Rps24,20088,ribosomal protein S24,37114.56723477555,-1.5424326998012987,0.22062866891564561,-6.991080113849696,2.7277793050746322e-12,2.525067862599478e-10,24500,28916,27729,57214
ENSMUSG00000028798,Eif3i,54709,"eukaryotic translation initiation factor 3, subunit I",749.7452217596173,-2.5232242330386545,0.361672776742639,-6.976539002364957,3.0254037848911295e-12,2.77338471232447e-10,281,346,455,1770
ENSMUSG00000028958,Tmub1,64295,transmembrane and ubiquitin-like domain containing 1,484.7068656229782,-4.070104753187402,0.5871773786610727,-6.931644339685514,4.159767188828241e-12,3.7765886343188706e-10,48,107,241,1473
ENSMUSG00000024767,Otub1,107260,"OTU domain, ubiquitin aldehyde binding 1",317.91380511247957,-3.9131473425206322,0.564709793642976,-6.9294837570935135,4.223791175237614e-12,3.7981939311041475e-10,64,47,159,955
ENSMUSG00000032199,Polr2m,28015,polymerase (RNA) II (DNA directed) polypeptide M,1021.8240846422084,-5.487887447750947,0.8007347221433493,-6.8535649772515965,7.203191046098154e-12,6.416276401628185e-10,82,42,219,3960
ENSMUSG00000023723,Mrps23,64656,mitochondrial ribosomal protein S23,741.4746967068547,-2.1537957915383243,0.3150557528540238,-6.836236989890015,8.130040884389244e-12,7.174191217794696e-10,402,362,481,1558
ENSMUSG00000074398,Gm15441,100038464,predicted gene 15441,388.18907863590744,-4.445464834459745,0.6507715995052644,-6.831067670806958,8.428495993308635e-12,7.368690663779641e-10,23,74,484,500
ENSMUSG00000027810,Eif2a,229317,eukaryotic translation initiation factor 2A,525.1566694544241,-2.5101465114398938,0.3690808318941881,-6.80107525107001,1.0384115967309785e-11,8.995121372783394e-10,163,281,419,996
ENSMUSG00000004612,Nkg7,72310,natural killer cell group 7 sequence,226.06646651671772,3.8435495401851067,0.5653846088100211,6.798114912032572,1.0599689796459584e-11,9.091780901334192e-10,556,629,21,19
ENSMUSG00000062825,Actg1,11465,"actin, gamma, cytoplasmic 1",3718.2580346620725,-1.7340729972429234,0.2551264653780824,-6.796915383408495,1.0688282991401136e-11,9.091780901334192e-10,2402,2424,3017,5565
ENSMUSG00000029344,Tpst2,22022,protein-tyrosine sulfotransferase 2,1421.0251798375984,1.769076630426257,0.2606080409703167,6.788265718277493,1.134894864025626e-11,9.48290027091147e-10,3273,2888,284,761
ENSMUSG00000085811,Cep112it,629945,"centrosomal protein 112, intronic transcript",101.34630946466768,-4.081405787510055,0.6012071601714292,-6.78868459641478,1.1316052433045879e-11,9.48290027091147e-10,11,21,87,220
ENSMUSG00000022312,Eif3h,68135,"eukaryotic translation initiation factor 3, subunit H",789.2320229880756,-4.868785063828088,0.7213612848587669,-6.749440489839057,1.484163674091612e-11,1.2080580526528448e-9,39,110,264,2790
ENSMUSG00000025212,Sfxn3,94280,sideroflexin 3,210.16868969210532,-3.5134272734724368,0.5270403509741082,-6.66633449787802,2.622711342411273e-11,2.0986136012751895e-9,29,67,197,393
ENSMUSG00000037787,Coa8,68020,cytochrome c oxidase assembly factor 8,131.07693840774922,-3.7473702316037296,0.5650753825841327,-6.631628888993041,3.3200245285392806e-11,2.6342581175183095e-9,30,21,89,333
ENSMUSG00000052776,Oas1a,246730,2'-5' oligoadenylate synthetase 1A,414.2988040665354,2.8911860758774472,0.4361738050339421,6.628518362427705,3.390729498901831e-11,2.6679389940525907e-9,1130,909,60,80
ENSMUSG00000090733,Rps27,57294,ribosomal protein S27,5771.8543438557535,-3.338542578782749,0.5050341843486993,-6.610527925130832,3.829518672015438e-11,2.9882905207578323e-9,699,2267,5440,10471
ENSMUSG00000092837,Rpph1,85029,ribonuclease P RNA component H1,206.7207067945921,2.988205481065698,0.4532771294388373,6.592447063819729,4.3263546848359744e-11,3.3483148306738745e-9,584,443,21,53
ENSMUSG00000040415,Dtx3,80904,"deltex 3, E3 ubiquitin ligase",513.3306924983178,2.345199954673887,0.35637705146251464,6.580670514696612,4.683313860103701e-11,3.5661168925079956e-9,1038,1378,93,158
ENSMUSG00000041530,Ago1,236511,argonaute RISC catalytic subunit 1,562.0539423142127,-3.0177312008852657,0.4585117397333389,-6.581578920182756,4.654783168037486e-11,3.5661168925079956e-9,169,179,294,1537
ENSMUSG00000005354,Txn2,56551,thioredoxin 2,708.8201848094085,-2.9328688506796583,0.44779970728448326,-6.549510423901265,5.772601187950501e-11,4.325785747351478e-9,212,251,369,1924
ENSMUSG00000002372,Ranbp3,71810,RAN binding protein 3,1234.0237787547387,-1.6883792176315033,0.2583758991916292,-6.534584777116871,6.378625564644957e-11,4.742282093021865e-9,862,776,926,1997
ENSMUSG00000027347,Rasgrp1,19419,RAS guanyl releasing protein 1,619.3843601327726,-2.3438394572807777,0.3618972468333956,-6.476532987717911,9.385410529150035e-11,6.869538466374778e-9,324,247,401,1356
ENSMUSG00000026126,Ptpn18,19253,"protein tyrosine phosphatase, non-receptor type 18",1928.4848163614868,1.91000533938081,0.2954487835554847,6.464759530892144,1.0146002296434718e-10,7.369119514072047e-9,4126,4433,450,740
ENSMUSG00000037072,Selenof,93684,selenoprotein F,1417.1638385546964,-1.7616457613585501,0.27340156650037917,-6.443436970417311,1.1679778801283623e-10,8.418356598604577e-9,1000,807,1010,2479
ENSMUSG00000002524,Puf60,67959,poly-U binding splicing factor 60,687.446089609305,-2.569445749562528,0.39914111893607546,-6.437436855444699,1.2150784506549721e-10,8.691492978094126e-9,305,251,399,1679
ENSMUSG00000024327,Slc39a7,14977,"solute carrier family 39 (zinc transporter), member 7",1796.62001656685,-1.481497789469717,0.23055279881636628,-6.425850378202174,1.3113433936834549e-10,9.309552122676076e-9,1301,1363,1159,3145
ENSMUSG00000061684,Rpl21-ps8,637748,"ribosomal protein L21, pseudogene 8",3724.798890539756,-8.24045896787906,1.2831680776241543,-6.421963818751364,1.3452740194635577e-10,9.47916215804098e-9,18,52,973,14324
ENSMUSG00000039001,Rps21,66481,ribosomal protein S21,12322.415594012873,1.4461374916709127,0.2253161270344825,6.4182600273862995,1.3784067291025187e-10,9.64067876754517e-9,23313,27445,3338,6811
ENSMUSG00000039367,Sec24c,218811,"Sec24 related gene family, member C (S. cerevisiae)",811.2561583793835,-2.858361917883713,0.445995293613909,-6.408950853992982,1.4652441302794943e-10,1.017267285154337e-8,293,259,420,2188
ENSMUSG00000075376,Rc3h2,319817,ring finger and CCCH-type zinc finger domains 2,1054.6994930373987,-1.523182957505478,0.23814326104306788,-6.396078355666813,1.5941821942621093e-10,1.0987057137388932e-8,749,781,734,1744
ENSMUSG00000020850,Prpf8,192159,pre-mRNA processing factor 8,8016.789254875403,-1.4155501634241994,0.22149584230649602,-6.390865619343882,1.6494929629103793e-10,1.125516202048488e-8,6289,5980,5083,13927
ENSMUSG00000024758,Rtn3,20168,reticulon 3,686.496865261147,4.830685900354113,0.7559547851587303,6.3901783482193295,1.6569238729584816e-10,1.125516202048488e-8,1895,1823,40,12
ENSMUSG00000026463,Atp2b4,381290,"ATPase, Ca++ transporting, plasma membrane 4",375.1218448650984,3.552893855298515,0.5592541850019599,6.352914203558556,2.1127356754393837e-10,1.4193781088761282e-8,1068,862,42,35
ENSMUSG00000037754,Ppp1r16b,228852,"protein phosphatase 1, regulatory subunit 16B",348.03407789051266,-4.223072324897711,0.6654144370768911,-6.3465294553110505,2.2022639744669343e-10,1.464350454008225e-8,60,39,134,1160
ENSMUSG00000038388,Pals2,56524,"protein associated with LIN7 2, MAGUK family member",248.24267188211337,-2.41266656658365,0.3817776182732843,-6.319560003270316,2.623090840009812e-10,1.731973686109975e-8,121,99,188,485
ENSMUSG00000118866,Rn7s1,103948,7S RNA 1,1756.2874033029896,3.830122730038749,0.608185133866989,6.297626358746879,3.0223796277283105e-10,1.9817575309035212e-8,4619,4591,177,96
ENSMUSG00000053768,Chchd3,66075,coiled-coil-helix-coiled-coil-helix domain containing 3,402.8435982693628,-4.909307130546215,0.7801972920340929,-6.292391912495498,3.1261099760125773e-10,2.0356365788628107e-8,20,54,123,1454
ENSMUSG00000009585,Apobec3,80287,"apolipoprotein B mRNA editing enzyme, catalytic polypeptide 3",2624.6144605243853,1.3966481746468076,0.222550156281747,6.275655780167866,3.4816368601161774e-10,2.236300356001153e-8,5055,5645,709,1537
