gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,57-CD8-B_S47_L002,58-CD8-B_S51_L002,60-CD8-B_S55_L002,SRR6927755,SRR6927757
ENSMUSG00000090137,Uba52,22186,ubiquitin A-52 residue ribosomal protein fusion product 1,16057.715317230364,-5.193625809413341,0.4341937808430725,-11.961538922388286,5.650491551682618e-33,1.291824541504953e-30,2158,476,1283,24911,42112
ENSMUSG00000003429,Rps11,27207,ribosomal protein S11,2795.7798477779716,-6.473304871471304,0.54864685691491,-11.798673025981179,3.965147919203891e-32,8.600304166293772e-30,61,74,133,1766,13027
ENSMUSG00000029614,Rpl6,19988,ribosomal protein L6,1955.9400570652665,-4.503341391773351,0.3837867766154867,-11.733967051932114,8.536208236737399e-32,1.8051946368640413e-29,163,256,254,2496,5970
ENSMUSG00000028560,Usp1,230484,ubiquitin specific peptidase 1,466.0420507278452,-3.715622861443819,0.322750118523082,-11.512382639692479,1.1427679242691203e-30,2.3577253344859726e-28,98,77,101,700,1091
ENSMUSG00000035203,Epn1,13854,epsin 1,956.2790926055442,3.1746522270125377,0.29155266071286207,10.888778100156387,1.3037775642437443e-27,2.625870099032817e-25,2146,1415,1598,85,221
ENSMUSG00000050232,Cxcr3,12766,chemokine (C-X-C motif) receptor 3,1986.115660959015,3.945140853482595,0.3631506781734037,10.863647214776227,1.7174967303709152e-27,3.3786755446994352e-25,4677,1908,4957,148,197
ENSMUSG00000090733,Rps27,57294,ribosomal protein S27,6258.064682489931,-5.454990733212011,0.5028382276406369,-10.848401003255715,2.0294454974356647e-27,3.9016089688200656e-25,315,491,315,12722,10426
ENSMUSG00000024767,Otub1,107260,"OTU domain, ubiquitin aldehyde binding 1",389.10567982797437,-4.850919112281067,0.4477605230846652,-10.833735584509819,2.382337325526693e-27,4.478264763695622e-25,27,31,53,646,909
ENSMUSG00000078193,Gm2000,100038991,ribosomal protein L35 pseudogene,3704.140519537949,-3.956970613867023,0.37238675061516974,-10.625970465732864,2.2565280320452774e-26,4.1495588311023915e-24,538,725,528,5253,9636
ENSMUSG00000044627,Swi5,72931,SWI5 recombination repair homolog (yeast),993.7351678793012,3.1250320849994457,0.29581907179128186,10.563998007553563,4.37617023703209e-26,7.876175326607329e-24,2178,1535,1602,94,232
ENSMUSG00000118866,Rn7s1,103948,7S RNA 1,8778.866784189568,6.16362750003036,0.5895572996103967,10.454670825216708,1.3948227766974379e-25,2.4580845558507554e-23,14186,14920,20616,204,73
ENSMUSG00000038179,Slamf7,75345,SLAM family member 7,857.292723296027,4.011255795708575,0.3927505669423594,10.21323998826276,1.7298993627766536e-24,2.9863711652505534e-22,1932,1084,1850,70,66
ENSMUSG00000072692,Rpl37rt,100502825,"ribosomal protein L37, retrotransposed",3131.043045653046,3.9081681918482807,0.39093538004674,9.996967251674747,1.5713570183332156e-23,2.6584218036161344e-21,6121,5242,5748,276,242
ENSMUSG00000095597,Rps7-ps3,624124,"ribosomal protein S7, pseudogene 3",11097.073013341389,-5.326255801044999,0.5365089411863248,-9.927617961534098,3.157072008458551e-23,5.236406297951154e-21,922,955,291,15209,33467
ENSMUSG00000060636,Rpl35a,57808,ribosomal protein L35A,6087.7596402905865,-3.233546210836698,0.32747849191484385,-9.874072009826941,5.392981126100316e-23,8.772928335708188e-21,2396,1073,1505,9491,12245
ENSMUSG00000044786,Zfp36,22695,zinc finger protein 36,11663.08201112329,2.1501819491716927,0.21922551687417,9.808082470645257,1.0392456281033712e-22,1.6586752392691352e-20,18880,15121,25073,2173,4748
ENSMUSG00000029147,Ppm1g,14208,"protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform",877.8334426963582,-4.602160448403727,0.47262161754826876,-9.737515757906925,2.0859122819441497e-22,3.267542961660289e-20,86,87,120,668,3634
ENSMUSG00000040356,Skic2,108077,SKI2 subunit of superkiller complex,1374.370584590988,2.0983541695263814,0.21558173025634073,9.733450821789498,2.171003670858546e-22,3.339003645780444e-20,2540,1888,2453,272,561
ENSMUSG00000002033,Cd3g,12502,"CD3 antigen, gamma polypeptide",630.9380468805467,-2.6451887374857344,0.2718419097790188,-9.73061416334228,2.232409861247667e-22,3.372134824338217e-20,268,201,235,712,1615
ENSMUSG00000035900,Gramd4,223752,GRAM domain containing 4,2407.785503750166,1.945762263330786,0.20344624783052226,9.564011546438905,1.132787303412368e-21,1.6521116895802103e-19,4173,3216,4505,498,1124
ENSMUSG00000023034,Nr4a1,15370,"nuclear receptor subfamily 4, group A, member 1",2630.5567509764815,2.8485418672074485,0.29804354080632317,9.557468883576675,1.2067177222394702e-21,1.7301059682074032e-19,4054,3471,6547,359,612
ENSMUSG00000042626,Shc1,20416,src homology 2 domain-containing transforming protein C1,1100.5522081141075,2.9431172192981823,0.3087650260214965,9.531899571725717,1.5443114394524325e-21,2.1772217443880207e-19,2418,1291,2299,158,210
ENSMUSG00000018654,Ikzf1,22778,IKAROS family zinc finger 1,788.1360204207211,2.8465437980659742,0.2994052320488992,9.507328173881323,1.9562227427594393e-21,2.712735767377393e-19,1394,964,1897,97,205
ENSMUSG00000020205,Phlda1,21664,"pleckstrin homology like domain, family A, member 1",279.3814517657555,3.79538284385727,0.40153576959311027,9.452166235907848,3.318897912467783e-21,4.528154426058867e-19,603,389,565,23,32
ENSMUSG00000071653,1810009A15Rik,66276,RIKEN cDNA 1810009A15 gene,236.22645044692732,-4.2379733875347805,0.4525283324219471,-9.36510066641132,7.597783049334843e-21,1.02015312403688e-18,46,28,27,274,761
ENSMUSG00000019850,Tnfaip3,21929,"tumor necrosis factor, alpha-induced protein 3",1335.309994757149,4.529217347352927,0.4869451283667906,9.301288961538397,1.3875323962169564e-20,1.8339275843123804e-18,1851,2476,2975,29,164
ENSMUSG00000034412,Tbc1d10a,103724,"TBC1 domain family, member 10a",662.3889449438924,3.441458138939421,0.3706830715078219,9.284098475122303,1.630818731358978e-20,2.1223224074716302e-18,1374,896,1390,37,152
ENSMUSG00000026864,Hspa5,14828,heat shock protein 5,9243.76885827406,1.7376359752690773,0.1880850986520655,9.238562691686129,2.498304773746732e-20,3.2019939516853948e-18,17257,10260,17988,2288,4616
ENSMUSG00000061950,Ppp4r1,70351,"protein phosphatase 4, regulatory subunit 1",708.52705550451,3.896909326164737,0.42247578239159256,9.223982743116608,2.862651341701495e-20,3.614204134246708e-18,1647,759,1673,28,123
ENSMUSG00000022191,Drosha,14000,"drosha, ribonuclease type III",400.0194819749004,-5.5052978888272355,0.5982632411774331,-9.202132957378995,3.5091377133145274e-20,4.3652641054305274e-18,11,31,28,419,1482
ENSMUSG00000026126,Ptpn18,19253,"protein tyrosine phosphatase, non-receptor type 18",1305.618542296787,2.105850589259453,0.23260927028440265,9.053167084375907,1.3888055528603344e-19,1.6782723102350812e-17,2745,1553,2360,273,500
ENSMUSG00000062115,Rai1,19377,retinoic acid induced 1,1520.175236229002,-2.3838079007182036,0.26376130649476226,-9.03774678855536,1.5993433044556653e-19,1.9054711285057002e-17,615,525,829,1573,3912
ENSMUSG00000000409,Lck,16818,lymphocyte protein tyrosine kinase,13469.916457990445,2.1478187000336573,0.23920430313885527,8.979013637504982,2.7320491375932674e-19,3.209778285402979e-17,25217,16583,26888,2111,6318
ENSMUSG00000081087,Rps15a-ps7,100043843,"ribosomal protein S15A, pseudogene 7",978.0458195373005,-5.129501028875266,0.5907978184494524,-8.682328994270206,3.877459225565581e-18,4.3732570118745663e-16,137,37,71,2135,1280
ENSMUSG00000028936,Rpl22,19934,ribosomal protein L22,3319.256813221226,-2.937036875038648,0.34169439893400316,-8.595507811077479,8.28973849843971e-18,9.226697099776515e-16,987,719,1502,5147,6206
ENSMUSG00000068220,Lgals1,16852,"lectin, galactose binding, soluble 1",3946.3265825033204,3.284672072333314,0.38370848291378423,8.560332175589012,1.1254278540574017e-17,1.236362885385917e-15,10582,3124,8990,415,677
ENSMUSG00000032562,Gnai2,14678,"guanine nucleotide binding protein (G protein), alpha inhibiting 2",1326.0055052541672,2.925313428081401,0.34582223537391543,8.459009077072349,2.6965905356161453e-17,2.8873999165540473e-15,3195,1993,1852,131,376
ENSMUSG00000028798,Eif3i,54709,"eukaryotic translation initiation factor 3, subunit I",548.6624733228625,-4.155825548729129,0.4976254700340429,-8.351311978554527,6.750884474686041e-17,7.138216471421153e-15,51,103,77,777,1463
ENSMUSG00000001444,Tbx21,57765,T-box 21,1376.1207922022575,4.391744511255339,0.5275141485274549,8.325358710311002,8.407375956830227e-17,8.779999162818135e-15,2940,1263,3910,96,62
ENSMUSG00000069833,Ahnak,66395,AHNAK nucleoprotein (desmoyokin),9360.169626352976,2.219095993327818,0.2681339471440666,8.276072526301613,1.2730447688158936e-16,1.3132543535870297e-14,14491,11136,22558,1707,3585
ENSMUSG00000054892,Txk,22165,TXK tyrosine kinase,1025.801053332564,-3.1366117473993156,0.38234506756776593,-8.203615041649229,2.332642287666379e-16,2.3773278447433615e-14,256,325,244,1287,2655
ENSMUSG00000071076,Jund,16478,jun D proto-oncogene,13188.084176713048,2.1738093684683966,0.2665043294430546,8.156750672723634,3.44157807139523e-16,3.46575106023003e-14,25862,13694,29065,2874,4365
ENSMUSG00000026285,Pdcd1,18566,programmed cell death 1,712.3439814254399,5.666756798169538,0.7145923367122946,7.930055371488062,2.1904819649998904e-15,2.1799161108157734e-13,2937,360,1149,19,18
ENSMUSG00000026463,Atp2b4,381290,"ATPase, Ca++ transporting, plasma membrane 4",999.9131555316169,3.5486403996314606,0.4479121513354754,7.922625874406373,2.3254647924716133e-15,2.2610467447721124e-13,2427,930,2387,110,103
ENSMUSG00000031258,Xkrx,331524,"X-linked Kx blood group related, X-linked",323.77931045310584,-2.680347313059658,0.33847358013138357,-7.918926233531259,2.3957041889866694e-15,2.302870651663436e-13,121,87,152,357,854
ENSMUSG00000013787,Ehmt2,110147,euchromatic histone lysine N-methyltransferase 2,1519.2818221012337,2.043682357134503,0.2616480003547821,7.810808239938268,5.6822411645514304e-15,5.40068292257759e-13,3208,1954,2473,268,726
ENSMUSG00000032640,Chsy1,269941,chondroitin sulfate synthase 1,2431.0306865408493,2.2245443295191603,0.28520986442933105,7.7996752811134105,6.2066675029437204e-15,5.833577823044548e-13,5972,2671,4021,481,849
ENSMUSG00000014769,Psmb1,19170,"proteasome (prosome, macropain) subunit, beta type 1",1115.2890512119236,-3.7242875588931987,0.4847880865199168,-7.682300086267058,1.5625727440492137e-14,1.4525058068035493e-12,260,78,366,1710,2545
ENSMUSG00000053560,Ier2,15936,immediate early response 2,4672.775831768551,1.5657815494527287,0.2039259114854093,7.67818830891806,1.6135419023070347e-14,1.483581625175566e-12,9231,5046,8278,1322,2481
ENSMUSG00000034936,Arl4d,80981,ADP-ribosylation factor-like 4D,265.33591334974045,4.1494465668496,0.5412287218902544,7.666715381174816,1.7645674163396307e-14,1.604997395141606e-12,563,485,393,20,19
ENSMUSG00000000290,Itgb2,16414,integrin beta 2,2472.8845497272364,-2.1959067978730467,0.28719802377682363,-7.645967646279648,2.0737981101585834e-14,1.851262802877498e-12,1039,1130,1282,2542,6047
ENSMUSG00000036499,Eea1,216238,early endosome antigen 1,344.06671680563613,2.6027032468848614,0.3404166645229228,7.645639941077567,2.0790869638652594e-14,1.851262802877498e-12,605,489,699,55,94
ENSMUSG00000038759,Nup205,70699,nucleoporin 205,426.81352431898904,-4.0020416443598235,0.524130966625453,-7.635575646534362,2.2481365931698942e-14,1.9809361918358474e-12,130,28,67,649,1028
ENSMUSG00000027639,Samhd1,56045,"SAM domain and HD domain, 1",3614.697633406662,1.6133970724535656,0.21177712281302757,7.61837280166466,2.5689345988088393e-14,2.240269873332368e-12,7002,3977,6545,1034,1790
ENSMUSG00000037533,Rapgef6,192786,Rap guanine nucleotide exchange factor (GEF) 6,2123.934470491084,-3.3450787282802787,0.439673395591909,-7.60809901580917,2.7815671439491107e-14,2.376694592996518e-12,560,254,849,1847,7411
ENSMUSG00000038965,Ube2l3,22195,ubiquitin-conjugating enzyme E2L 3,1315.2725265103106,-2.0637447877053936,0.27125526688694696,-7.608127987301038,2.7809438509371258e-14,2.376694592996518e-12,678,451,925,1437,2904
ENSMUSG00000033554,Dph5,69740,diphthamide biosynthesis 5,481.2566721051633,-3.0933415647025533,0.4083673544612734,-7.574899244292808,3.5940645789144725e-14,3.0402192273037522e-12,213,100,111,498,1454
ENSMUSG00000031835,Mbtps1,56453,"membrane-bound transcription factor peptidase, site 1",1662.8213355119622,2.5173309393205336,0.33565869244303376,7.499674508646195,6.397649709746165e-14,5.358189989578496e-12,3870,1900,3081,183,670
ENSMUSG00000034614,Pik3ip1,216505,phosphoinositide-3-kinase interacting protein 1,874.3966955895694,-2.8393876167788616,0.37924742610362544,-7.486900164229534,7.051930211005864e-14,5.8162734663987165e-12,236,294,322,851,2625
ENSMUSG00000081094,Rpl19-ps11,100041511,"ribosomal protein L19, pseudogene 11",5241.708552639546,-8.44864653746741,1.128541758906998,-7.486339314240347,7.08211569971708e-14,5.8162734663987165e-12,29,14,96,2874,25719
ENSMUSG00000030291,Med21,108098,mediator complex subunit 21,2777.1364745107376,-4.108817325935985,0.5513415914537568,-7.452398639293672,9.1658273425568925e-14,7.455166681796997e-12,530,342,419,6180,2734
ENSMUSG00000009585,Apobec3,80287,"apolipoprotein B mRNA editing enzyme, catalytic polypeptide 3",3634.194043458288,1.4127236763972535,0.19025443864534242,7.425443981523834,1.1240223317034264e-13,9.055338003694555e-12,6736,4037,6324,1015,2316
ENSMUSG00000089417,Gm22009,115489854,"predicted gene, 22009",357.34947457391365,4.146558419469154,0.5636614813596493,7.356469364319406,1.8883819555739193e-13,1.4928806506728768e-11,476,763,650,12,52
ENSMUSG00000028214,Gem,14579,GTP binding protein (gene overexpressed in skeletal muscle),256.08783172589403,4.360015662641761,0.595275752880785,7.324362938590805,2.400362475255847e-13,1.8800616831656673e-11,743,196,591,15,19
ENSMUSG00000044258,Ctla2a,13024,cytotoxic T lymphocyte-associated protein 2 alpha,663.3175944327165,3.397814872084356,0.46617299139712687,7.288742451382819,3.1286147066403463e-13,2.42797722967621e-11,2146,634,1010,64,108
ENSMUSG00000008892,Vdac3,22335,voltage-dependent anion channel 3,157.1685148519655,-3.417357575606655,0.47233587525060144,-7.23501591699667,4.654745430519286e-13,3.579499236069331e-11,34,36,40,219,383
ENSMUSG00000032897,Nfyc,18046,nuclear transcription factor-Y gamma,287.9573087343822,-4.288979732295454,0.5977095366653151,-7.175692320761899,7.194218550532393e-13,5.48251303774356e-11,81,19,25,379,840
ENSMUSG00000020108,Ddit4,74747,DNA-damage-inducible transcript 4,3141.5541671540145,-2.172867342406958,0.30571521495392434,-7.10748839482667,1.1817366988969438e-12,8.925277442829685e-11,2152,940,1596,2800,8515
ENSMUSG00000030451,Herc2,15204,HECT and RLD domain containing E3 ubiquitin protein ligase 2,2308.7142275668907,-2.8646872159156342,0.40314131607063003,-7.105913241136871,1.1952948709800299e-12,8.947787003203604e-11,1144,534,652,1820,7852
ENSMUSG00000027330,Cdc25b,12531,cell division cycle 25B,1966.8698682597865,2.1929987759330536,0.3101510059449179,7.070745326947368,1.5410373193887486e-12,1.1434767267288969e-10,3975,2313,3837,468,556
ENSMUSG00000034612,Chst11,58250,carbohydrate sulfotransferase 11,799.0473589183791,2.7283809388176192,0.386255527799504,7.06366832951542,1.6216354496392163e-12,1.1928186320433157e-10,1950,827,1586,76,283
ENSMUSG00000005354,Txn2,56551,thioredoxin 2,521.2710460860211,-4.602772297026067,0.6519799294517119,-7.0596840318333225,1.6688162907696986e-12,1.2169411210018e-10,23,36,121,550,1842
ENSMUSG00000026360,Rgs2,19735,regulator of G-protein signaling 2,1106.0622169204944,2.586670256899077,0.36866587525524264,7.016299664589835,2.278211672833327e-12,1.6331688593641621e-10,2057,1220,2646,211,238
ENSMUSG00000062234,Gak,231580,cyclin G associated kinase,1561.3776527509133,-1.7887946232589431,0.2552308502607587,-7.008536081870222,2.408245216754706e-12,1.711877839372106e-10,1070,726,953,1341,3832
ENSMUSG00000019977,Hbs1l,56422,Hbs1-like (S. cerevisiae),387.5054599510603,3.1093312555032186,0.44647004364756154,6.964255048559742,3.3014602503114215e-12,2.327254354782026e-10,863,595,617,26,112
ENSMUSG00000038429,Usp5,22225,ubiquitin specific peptidase 5 (isopeptidase T),1128.1957314844321,2.377821522521754,0.34263918115635367,6.939724506978385,3.9286531492766516e-12,2.746485701630677e-10,2130,1452,2262,248,270
ENSMUSG00000021377,Dek,110052,DEK proto-oncogene (DNA binding),831.2921288090394,-2.3633824447596825,0.34111802666755886,-6.928342274514119,4.258005433003148e-12,2.9523334391617733e-10,392,209,525,837,2176
ENSMUSG00000024422,Dhx16,69192,DEAH (Asp-Glu-Ala-His) box polypeptide 16,807.393136688397,-2.9353706876374224,0.4285671614681496,-6.849266466384579,7.422961824984565e-12,5.104945859962962e-10,360,148,288,632,2789
ENSMUSG00000040596,Pogk,71592,pogo transposable element with KRAB domain,712.3199048248157,2.0806493755162947,0.3075047013640991,6.766235983666196,1.3217589632672885e-11,8.944607256222394e-10,1176,985,1390,168,244
ENSMUSG00000025212,Sfxn3,94280,sideroflexin 3,221.5336356072729,-3.4776531057080327,0.5146464624142316,-6.75736327690701,1.4052554161988665e-11,9.434171083830327e-10,60,55,32,295,574
ENSMUSG00000107176,Gm9794,100042008,predicted pseudogene 9794,4738.76742959303,-3.705047715934901,0.5490618533037492,-6.747960532390534,1.4993771677925872e-11,9.986796427053146e-10,1499,242,1343,4694,16083
ENSMUSG00000070003,Ssbp4,76900,single stranded DNA binding protein 4,1239.2642968161322,1.5766279407998338,0.23421477608547497,6.731547715095716,1.6786776353202113e-11,1.1093698529041927e-9,2351,1421,2176,367,618
ENSMUSG00000043099,Hic1,15248,hypermethylated in cancer 1,259.39895477612504,4.268824446238153,0.6344524830104687,6.728359586493596,1.715864643467198e-11,1.1251549627200796e-9,762,186,604,18,17
ENSMUSG00000078606,Gvin2,100042856,"GTPase, very large interferon inducible, family member 2",5054.451351127468,2.4166109490444416,0.3601065047089885,6.710822818925108,1.935299869674053e-11,1.259284738274832e-9,8685,8703,7867,581,2199
ENSMUSG00000034908,Sidt2,214597,"SID1 transmembrane family, member 2",1350.1266540986162,-3.859215377733268,0.5765036626531876,-6.694173216475972,2.1689438360396425e-11,1.4005416724472775e-9,124,279,291,966,5425
ENSMUSG00000063229,Ldha,16828,lactate dehydrogenase A,1512.5782359531106,-4.640081086654305,0.6998712601586413,-6.629906599683102,3.358993430448779e-11,2.152554956679259e-9,175,226,55,978,6632
ENSMUSG00000079227,Ccr5,12774,chemokine (C-C motif) receptor 5,631.9267610472831,4.967207930695828,0.7520415249910761,6.604964972851426,3.9761134349982846e-11,2.5099957870634694e-9,2428,586,769,34,12
ENSMUSG00000056724,Nbeal2,235627,neurobeachin-like 2,8188.206101459685,1.317114371869395,0.1997595894349814,6.593497591754387,4.295837273068958e-11,2.691739814288171e-9,14600,8501,15109,2392,5541
ENSMUSG00000002228,Ppm1j,71887,protein phosphatase 1J,227.32068391040053,3.4524479477025865,0.5238686386820472,6.590293239137738,4.389587147648779e-11,2.730258653085369e-9,621,212,468,24,31
ENSMUSG00000060860,Ube2s,77891,ubiquitin-conjugating enzyme E2S,1786.3536387739816,2.0991593187494137,0.3197500497441787,6.565000757400603,5.2032597830420996e-11,3.212728066040374e-9,3948,1915,3340,442,550
ENSMUSG00000059325,Hopx,74318,HOP homeobox,1258.5579497291735,2.6386961725985087,0.4027241162646246,6.552118599385434,5.672645986925853e-11,3.477167565464188e-9,3059,1261,2519,242,242
ENSMUSG00000026070,Il18r1,16182,interleukin 18 receptor 1,2722.7530243072197,2.2022557607720405,0.3362114900523092,6.550209692207141,5.745634795517554e-11,3.4811175859340945e-9,5628,2645,6020,634,784
ENSMUSG00000029860,Zyx,22793,zyxin,5464.163397256304,2.118652965104271,0.323520821469847,6.548737591227139,5.80254852366364e-11,3.4811175859340945e-9,12914,6367,8721,787,2781
ENSMUSG00000047507,Baiap3,545192,BAI1-associated protein 3,2736.181885448437,2.710727369307087,0.4138913582781955,6.549369333498096,5.7780571496785095e-11,3.4811175859340945e-9,6975,2125,6143,467,572
ENSMUSG00000026011,Ctla4,12477,cytotoxic T-lymphocyte-associated protein 4,424.7375335845119,3.48465271508514,0.5325883086689088,6.5428637061040416,6.035182904316194e-11,3.5951839568739917e-9,1127,359,965,50,44
