gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,52-CD4_S37_L002,53-CD4_S39_L002,57-CD4-B_S45_L002,58-CD4-B_S49_L002,60-CD4-B_S53_L002
ENSMUSG00000047415,Gpr68,238377,G protein-coupled receptor 68,1524.6273674314168,1.9468519252116743,0.23770900926921154,8.190063688359471,2.610879812606133e-16,9.458255657983165e-14,696,527,2566,1989,1748
ENSMUSG00000026880,Stom,13830,stomatin,272.74853951307387,3.372691739566725,0.412572798619212,8.17477970155658,2.964069492035153e-16,1.046240528906562e-13,48,42,582,316,360
ENSMUSG00000074170,Plekhf1,72287,"pleckstrin homology domain containing, family F (with FYVE domain) member 1",346.52443587492957,5.194833018014057,0.6485518481267063,8.009896252734373,1.1480525099061734e-15,3.9510227128420957e-13,14,20,1091,290,339
ENSMUSG00000068220,Lgals1,16852,"lectin, galactose binding, soluble 1",7034.424875491959,1.5060682684632036,0.1903437086267954,7.912361692059565,2.5255137857629208e-15,8.479566530442041e-13,3541,3771,12760,7162,8015
ENSMUSG00000097993,Ptprv,13924,"protein tyrosine phosphatase, receptor type, V",1126.8317096481321,1.5099797955632563,0.19226384276196976,7.853685715793536,4.039858696728598e-15,1.3241117814087116e-12,597,570,1807,1288,1342
ENSMUSG00000068923,Syt11,229521,synaptotagmin XI,3781.5821360921336,1.1249680857060713,0.14533131301974042,7.740713699829206,9.886028683566432e-15,3.092978883135807e-12,2601,2224,5112,4197,4681
ENSMUSG00000039943,Plcb4,18798,"phospholipase C, beta 4",659.3076593692691,2.8066343195466072,0.36275898977575455,7.736911830307981,1.0186064521460562e-14,3.1160303156094686e-12,164,149,1502,736,734
ENSMUSG00000057666,Gapdh,14433,glyceraldehyde-3-phosphate dehydrogenase,29469.98863426708,0.5761436079537966,0.07627974816121434,7.553035003945465,4.2523064694693514e-14,1.2725489317111976e-11,23325,26514,36311,29671,32417
ENSMUSG00000032220,Myo1e,71602,myosin IE,900.8651471966364,1.907023459342878,0.25480872770564883,7.484137127146769,7.20187291154525e-14,2.1093826063900407e-11,368,375,1284,946,1470
ENSMUSG00000026064,Ptp4a1,19243,protein tyrosine phosphatase 4a1,285.3688390736831,3.3854039023896947,0.4566021979367538,7.41433991708166,1.2223205089082346e-13,3.505513359506408e-11,38,56,649,292,384
ENSMUSG00000050592,Fam78a,241303,"family with sequence similarity 78, member A",11777.997281783008,-0.651708664149025,0.08848164144913993,-7.365467609725947,1.7652698528353046e-13,4.9593275090062867e-11,15895,17054,10823,8326,8721
ENSMUSG00000004612,Nkg7,72310,natural killer cell group 7 sequence,1089.825523961628,1.4271844592162175,0.19395346298544,7.358386064616725,1.8614703718701637e-13,5.1250002278329343e-11,556,629,1700,1139,1409
ENSMUSG00000021200,Asb2,65256,ankyrin repeat and SOCS box-containing 2,1446.0391560225657,2.749623058690471,0.3759258764337325,7.314269197893775,2.5878588795624433e-13,6.86117390817985e-11,479,226,2604,1453,2369
ENSMUSG00000026864,Hspa5,14828,heat shock protein 5,13986.765437946378,0.8520390008978702,0.11649318830649014,7.314067142330939,2.591755362671453e-13,6.86117390817985e-11,10675,9909,17510,16101,15560
ENSMUSG00000073491,Ifi213,623121,interferon activated gene 213,2689.7658817004562,-0.8464810478547156,0.11607045204984277,-7.292821152201777,3.0353091298896466e-13,7.737789904085347e-11,3847,4173,2142,1828,1933
ENSMUSG00000118866,Rn7s1,103948,7S RNA 1,9354.923374626827,1.6002037327220153,0.21939993644018044,7.293546929346135,3.0189949118417376e-13,7.737789904085347e-11,4619,4591,10512,14435,11459
ENSMUSG00000023927,Satb1,20230,special AT-rich sequence binding protein 1,14261.228550061534,-0.8174610148491267,0.11287921409993398,-7.241909162526715,4.4241214339976904e-13,1.1073173756438583e-10,19319,22873,12747,9347,9735
ENSMUSG00000026463,Atp2b4,381290,"ATPase, Ca++ transporting, plasma membrane 4",2367.128497467523,1.9207923633151265,0.2661870120675379,7.215950727257032,5.355844911902476e-13,1.3165814474508837e-10,1068,862,4732,2416,2758
ENSMUSG00000076472,Trbv15,100124679,"T cell receptor beta, variable 15",541.9118523622109,-2.92463030570776,0.40650830208621413,-7.19451556265508,6.268291757365879e-13,1.5138474444192752e-10,1261,1209,106,115,206
ENSMUSG00000028381,Ugcg,22234,UDP-glucose ceramide glucosyltransferase,4881.52589376459,-1.0560841220548423,0.14709531336233986,-7.17959055196674,6.992050059919909e-13,1.6595269159458183e-10,7382,8130,3186,3290,3329
ENSMUSG00000026070,Il18r1,16182,interleukin 18 receptor 1,6799.398101941536,2.0756790330911072,0.28979003332807907,7.1626998667037505,7.910341389057058e-13,1.8456569417247364e-10,2635,2431,15365,6321,7458
ENSMUSG00000005947,Itgae,16407,"integrin alpha E, epithelial-associated",1241.293414156828,2.1102065355981483,0.29508069488886574,7.151286316418975,8.596846490529376e-13,1.972403146477123e-10,501,403,1410,1642,2076
ENSMUSG00000092341,Malat1,72289,metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA),44460.69082320976,1.3261486060088237,0.18653110189828429,7.109530756602589,1.1643815184041575e-12,2.62768458727076e-10,24143,26955,77010,51600,42810
ENSMUSG00000011256,Adam19,11492,a disintegrin and metallopeptidase domain 19 (meltrin beta),5756.471855587658,1.427646066602016,0.20130270505197884,7.092036176232109,1.3215295345342926e-12,2.9342218665159795e-10,3518,2703,9774,6112,6642
ENSMUSG00000091971,Hspa1a,193740,heat shock protein 1A,11248.077258413206,3.463879276707378,0.4891994328939063,7.080709918685855,1.434178337679449e-12,3.13379349150719e-10,2293,1174,25236,14139,12753
ENSMUSG00000055170,Ifng,15978,interferon gamma,425.620153709555,2.508605287364465,0.35483237504459564,7.069832021526167,1.5512135591516361e-12,3.336563414887722e-10,136,107,673,679,478
ENSMUSG00000086894,Gm15708,100504231,predicted gene 15708,590.7771373742048,-1.63935688357236,0.2320755328359458,-7.06389365367189,1.619006685833176e-12,3.4288070826430006e-10,1059,1121,344,306,276
ENSMUSG00000015314,Slamf6,30925,SLAM family member 6,8323.698609730067,0.6544015392707428,0.09296009183791677,7.039596522900853,1.927972890190821e-12,4.0212840615707334e-10,6844,6680,10606,8516,9153
ENSMUSG00000035356,Nfkbiz,80859,"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, zeta",2324.6915930105633,0.9744418824811786,0.1391599299614773,7.00231656304316,2.5176441144835505e-12,5.172819235817993e-10,1531,1691,3300,2566,2543
ENSMUSG00000025888,Casp1,12362,caspase 1,1437.3718803104384,1.3392354235972024,0.19150681400628414,6.993147635745517,2.687863961042463e-12,5.441343424663316e-10,893,740,2064,1720,1712
ENSMUSG00000020889,Nr1d1,217166,"nuclear receptor subfamily 1, group D, member 1",579.8607717793031,2.7067452131375407,0.38830044167424077,6.970749766512825,3.1525628245618213e-12,6.289591281582323e-10,157,136,1343,598,664
ENSMUSG00000036565,Ttyh3,78339,tweety family member 3,5069.789970067152,-1.0534694722915996,0.15268734721346697,-6.899520435172535,5.217838266894725e-12,1.0116726983390533e-9,7201,8926,3429,3468,3307
ENSMUSG00000024793,Tnfrsf25,85030,"tumor necrosis factor receptor superfamily, member 25",2037.2891413701002,1.3217950484122658,0.1918086290882497,6.891217849245551,5.53167492998856e-12,1.0576255150864238e-9,1180,1163,3384,2059,2414
ENSMUSG00000032238,Rora,19883,RAR-related orphan receptor alpha,411.6475441580055,2.3458507637315438,0.3408466078923462,6.882423675087483,5.884269453542901e-12,1.1096281273626243e-9,143,117,691,610,456
ENSMUSG00000019960,Dusp6,67603,dual specificity phosphatase 6,1863.7034834149774,1.2688290491338419,0.18679763852950598,6.792532599031874,1.1018190744914282e-11,2.0496812674931084e-9,1036,1174,2309,2453,2230
ENSMUSG00000020644,Id2,15902,inhibitor of DNA binding 2,4302.0975119356945,1.6207388836090992,0.23944333003619353,6.768778580568994,1.298741221671441e-11,2.383796221003874e-9,1935,2262,8426,4236,4754
ENSMUSG00000012889,Podnl1,244550,podocan-like 1,2765.6636825879173,2.0273655265369266,0.29990326383796534,6.760064897567409,1.3792994358625967e-11,2.4983468465900666e-9,1072,1051,6124,2665,2990
ENSMUSG00000055407,Map6,17760,microtubule-associated protein 6,588.3289411528726,2.2092507665257908,0.3284019161257754,6.727277333179947,1.7286707417443574e-11,3.0905040819289385e-9,221,183,1179,617,731
ENSMUSG00000001025,S100a6,20200,S100 calcium binding protein A6 (calcyclin),2894.516786246438,2.1304195685651623,0.31775760727870606,6.704543084932553,2.0203753856341007e-11,3.5657035331588497e-9,1312,761,5765,2762,3840
ENSMUSG00000021453,Gadd45g,23882,growth arrest and DNA-damage-inducible 45 gamma,432.30624102740296,2.248094954756049,0.33580244900551337,6.694694935709473,2.1612201195020587e-11,3.765994451274093e-9,140,151,825,563,461
ENSMUSG00000031749,St3gal2,20444,"ST3 beta-galactoside alpha-2,3-sialyltransferase 2",1452.9588745854696,1.1734521687071546,0.17624122420355529,6.658216169401091,2.7717091781259545e-11,4.769418568260236e-9,939,870,2190,1582,1674
ENSMUSG00000056501,Cebpb,12608,"CCAAT/enhancer binding protein (C/EBP), beta",1069.8516720808234,1.3180293556396625,0.19875810914537173,6.631323679355671,3.326897864556994e-11,5.654083457221182e-9,597,637,1336,1261,1459
ENSMUSG00000027330,Cdc25b,12531,cell division cycle 25B,3570.9036839776704,1.7443441113211606,0.2635188281056752,6.619428766667296,3.605895497194451e-11,6.053507001753514e-9,1563,1678,7091,3086,4532
ENSMUSG00000028266,Lmo4,16911,LIM domain only 4,1324.3260301214448,1.3238134841641418,0.2001730244071918,6.613346069404644,3.7572867567714857e-11,6.181484068755459e-9,757,765,2123,1320,1658
ENSMUSG00000036768,Kif15,209737,kinesin family member 15,403.3301501497997,1.9640213326638079,0.2970043188961677,6.6127702787730405,3.771935651427129e-11,6.181484068755459e-9,172,149,693,476,507
ENSMUSG00000000791,Il12rb1,16161,"interleukin 12 receptor, beta 1",1308.016509417546,1.5981623489383643,0.24203134137402532,6.6031214794972755,4.0258937473486744e-11,6.454423809434446e-9,705,581,2118,1274,1836
ENSMUSG00000074607,Tox2,269389,TOX high mobility group box family member 2,1310.0751336681037,1.9701820390724725,0.29838189012153726,6.602887454965767,4.0322566294592644e-11,6.454423809434446e-9,631,403,2239,1312,1914
ENSMUSG00000026655,Fam107b,66540,"family with sequence similarity 107, member B",472.28534246830674,2.3712128321788897,0.3593683562156204,6.59827942879914,4.159567392019244e-11,6.5816787032801044e-9,120,176,644,786,565
ENSMUSG00000029406,Pitpnm2,19679,"phosphatidylinositol transfer protein, membrane-associated 2",1682.1394114228867,-1.619858792897853,0.24589093023485167,-6.587712655162668,4.466539947183689e-11,6.987089649196666e-9,3307,2854,1004,970,681
ENSMUSG00000096210,H1f0,14958,H1.0 linker histone,1199.702301101494,1.3570442993172271,0.2077119127037512,6.5333002891014225,6.433596534820103e-11,9.84054332203706e-9,687,666,1835,1182,1616
ENSMUSG00000005973,Rcn1,19672,reticulocalbin 1,882.7433049075067,-1.3600052457423188,0.20991668904236593,-6.478785712306271,9.246370980458863e-11,1.3987422298571067e-8,1409,1641,517,499,548
ENSMUSG00000032737,Inppl1,16332,inositol polyphosphate phosphatase-like 1,1108.7594602756294,2.003608574675432,0.3103359464959735,6.4562568316636435,1.0732440954494663e-10,1.5970741858431732e-8,392,474,2323,1089,1282
ENSMUSG00000039899,Fgl2,14190,fibrinogen-like protein 2,460.42708536287313,2.183400290596944,0.3382256601072828,6.455454296118115,1.0789474014486061e-10,1.5970741858431732e-8,159,163,587,529,813
ENSMUSG00000021939,Ctsb,13030,cathepsin B,7798.152315121691,0.7472416053242238,0.11639880839830923,6.419667139264958,1.3657263551172885e-10,2.0000626600579356e-8,6210,5889,9345,8587,8927
ENSMUSG00000031666,Rbl2,19651,RB transcriptional corepressor like 2,5902.378415849973,0.8084462155298526,0.12613127456297496,6.409561929275603,1.459383592686699e-10,2.1147236354657995e-8,4140,4769,8419,5839,6527
ENSMUSG00000025555,Farp1,223254,"FERM, RhoGEF (Arhgef) and pleckstrin domain protein 1 (chondrocyte-derived)",526.4294586125313,1.6360037147195279,0.2553449448006553,6.407033888987841,1.483778480957359e-10,2.1276765175894796e-8,237,272,874,603,632
ENSMUSG00000099974,Bcl2a1d,12047,B cell leukemia/lymphoma 2 related protein A1d,446.5327692198167,1.9823078860819572,0.3150771011430681,6.291500965606016,3.1441086015616804e-10,4.4620411349585665e-8,179,173,628,479,739
ENSMUSG00000047945,Marcksl1,17357,MARCKS-like 1,916.0737826197119,1.150705367003603,0.1832698550182755,6.278748716688053,3.4130869688020553e-10,4.7943423686254176e-8,589,566,1251,1021,1132
ENSMUSG00000036169,Sostdc1,66042,sclerostin domain containing 1,720.0775043112977,2.657373058269195,0.4240971376641824,6.2659537692362655,3.705502666077863e-10,5.152520171841199e-8,236,137,751,1244,1078
ENSMUSG00000030172,Erc1,111173,ELKS/RAB6-interacting/CAST family member 1,368.6952483512725,-2.0734507623734864,0.3312953913271053,-6.258616378777995,3.884079934692595e-10,5.346824438097826e-8,726,760,198,154,118
ENSMUSG00000049866,Arl4c,320982,ADP-ribosylation factor-like 4C,17885.13580863781,-0.5161418307323545,0.0828773203101572,-6.22778136166521,4.730866344108561e-10,6.384814322842985e-8,22404,25370,16496,13685,14053
ENSMUSG00000055435,Maf,17132,MAF bZIP transcription factor,6568.720861231691,1.5929051755036665,0.2566203958827551,6.207243076000219,5.392216198782632e-10,7.206723125479778e-8,4045,2400,8706,7242,9988
ENSMUSG00000033685,Ucp2,22228,"uncoupling protein 2 (mitochondrial, proton carrier)",26925.938581467384,0.4339456197318635,0.07002089644477141,6.197373095246441,5.741329587984049e-10,7.589003644258962e-8,23527,25122,31980,26080,29051
ENSMUSG00000042312,S100a13,20196,S100 calcium binding protein A13,1674.9143655050457,0.8949300949990971,0.14443477739622038,6.196084565866586,5.788503433438841e-10,7.589003644258962e-8,1217,1197,2216,1851,1888
ENSMUSG00000000078,Klf6,23849,Kruppel-like factor 6,6500.7394780809645,0.9220595808434391,0.15039502095416424,6.1309182644048725,8.737328805174485e-10,1.1346987578493582e-7,4567,4678,7512,8011,7503
ENSMUSG00000026483,Niban1,63913,niban apoptosis regulator 1,2691.814792623719,1.405255022441974,0.22954010148559964,6.122045835769283,9.238143825448978e-10,1.1885260551507534e-7,1546,1407,4391,2367,3763
ENSMUSG00000022994,Adcy6,11512,adenylate cyclase 6,1594.2570033939637,-1.329818804786028,0.2183453564092074,-6.090437766369419,1.1260235112579892e-9,1.435262931109026e-7,2519,2948,1135,989,754
ENSMUSG00000078606,Gvin2,100042856,"GTPase, very large interferon inducible, family member 2",7317.844295284614,0.6083371929101754,0.10070496955019956,6.040786225618494,1.5336506239264242e-9,1.9192940444519232e-7,6065,6099,9619,7130,7941
ENSMUSG00000054065,Pkp3,56460,plakophilin 3,4118.658007203262,0.789345176988367,0.13075689449288982,6.036738483654407,1.572602716457735e-9,1.9503107202483944e-7,3207,3051,5008,4284,5038
ENSMUSG00000018819,Lsp1,16985,lymphocyte specific 1,22348.245241186934,0.9246516388603473,0.15377681596465334,6.012945664532974,1.821821145378571e-9,2.239213382792983e-7,15729,16011,35084,20623,25173
ENSMUSG00000067149,Jchain,16069,immunoglobulin joining chain,245.46298697137564,3.261426898187575,0.5477046378431327,5.954718424571157,2.605199750890294e-9,3.0916534285134297e-7,46,41,217,404,459
ENSMUSG00000033350,Chst2,54371,carbohydrate sulfotransferase 2,981.5424518268223,1.4385210956798318,0.2419814454411982,5.944757843135515,2.7686584246988154e-9,3.2028026785213354e-7,604,450,1359,1121,1323
ENSMUSG00000030189,Ybx3,56449,Y box protein 3,1869.9605460541463,1.2171041294354437,0.20562715076289642,5.918985527542792,3.2393346557259515e-9,3.6551377762888076e-7,1168,1107,2943,1741,2411
ENSMUSG00000024424,Ttc39c,72747,tetratricopeptide repeat domain 39C,836.5842022748086,2.1637389198103985,0.3657389440258231,5.916074717101024,3.297154767164715e-9,3.69013272559264e-7,394,192,1376,1012,1144
ENSMUSG00000019971,Cep290,216274,centrosomal protein 290,297.9919283383946,2.2445998020200197,0.38224945762902846,5.872081064398513,4.3035819892899524e-9,4.777670134239152e-7,115,85,524,310,441
ENSMUSG00000050232,Cxcr3,12766,chemokine (C-X-C motif) receptor 3,2861.795045910635,0.9331758259038824,0.15901159205730034,5.86860249514142,4.394836837790401e-9,4.839945912721813e-7,2060,1983,3370,3150,3675
ENSMUSG00000029603,Dtx1,14357,"deltex 1, E3 ubiquitin ligase",22748.336156809255,0.7052883387350656,0.1206866169201966,5.843964780298994,5.097280936196648e-9,5.568981695847862e-7,18757,17262,31170,21494,25809
ENSMUSG00000015437,Gzmb,14939,granzyme B,329.1337244142056,2.7497565677445417,0.4711756280933866,5.835948219290201,5.348550594129331e-9,5.797491927463336e-7,102,59,685,303,488
ENSMUSG00000039232,Stx11,74732,syntaxin 11,813.7748053115715,1.5870643251656196,0.2724624466703897,5.824891997265091,5.714954596145603e-9,6.146255075823466e-7,476,327,1193,940,1088
ENSMUSG00000102918,Pcdhgc3,93706,"protocadherin gamma subfamily C, 3",524.0987797184858,2.952077500475713,0.5074855926562578,5.8170666186286875,5.988927841773016e-9,6.3909752457246e-7,133,93,1410,447,562
ENSMUSG00000055629,B4galnt4,330671,"beta-1,4-N-acetyl-galactosaminyl transferase 4",845.6096291986709,2.438970372859479,0.4206903833924609,5.797542490017345,6.729373436102802e-9,7.017920812226604e-7,267,238,1944,612,1195
ENSMUSG00000074570,Cass4,320664,Cas scaffolding protein family member 4,274.2294331675689,2.598897833527712,0.448187571368056,5.798683407473323,6.683757729744501e-9,7.017920812226604e-7,84,64,461,251,493
ENSMUSG00000076749,Trgc1,107573,"T cell receptor gamma, constant 1",484.6790941369183,2.863533673851745,0.4937286220239888,5.799812986561299,6.638891675947962e-9,7.017920812226604e-7,81,143,1168,624,401
ENSMUSG00000026989,Dapl1,76747,death associated protein-like 1,1703.84586564085,-1.9739020645475525,0.34245809555061313,-5.763922915514264,8.218096130426271e-9,8.442560547122989e-7,3296,3443,489,886,842
ENSMUSG00000032528,Vipr1,22354,vasoactive intestinal peptide receptor 1,4016.0873462715313,-1.472482595384665,0.25578578290888426,-5.7567022632731355,8.577299643639643e-9,8.681595206994233e-7,6678,7589,1900,2774,2003
ENSMUSG00000090877,Hspa1b,15511,heat shock protein 1B,18545.851723392385,2.6736195088252703,0.4667548772818998,5.728101920208794,1.0156054605647682e-8,1.013103244212652e-6,6056,3449,40533,22533,19512
ENSMUSG00000063354,Slc39a4,72027,"solute carrier family 39 (zinc transporter), member 4",483.67648499835246,1.4967966886045883,0.26182986784892254,5.71667663777858,1.0862754621670012e-8,1.075803454114456e-6,249,256,618,594,667
ENSMUSG00000024579,Pcyox1l,240334,prenylcysteine oxidase 1 like,295.69283961217445,2.0752288420223635,0.364955384040673,5.686253533366386,1.2985656977936705e-8,1.2768610997019763e-6,123,97,531,319,397
ENSMUSG00000031428,Zcchc18,66995,"zinc finger, CCHC domain containing 18",332.15752588533303,2.2718110421529336,0.40030811139579936,5.675156154671845,1.3856219953869996e-8,1.3338791880068137e-6,111,109,376,423,594
ENSMUSG00000049103,Ccr2,12772,chemokine (C-C motif) receptor 2,1126.399022031855,2.5977789531654123,0.4577411099721426,5.6752144314140995,1.3851503495200377e-8,1.3338791880068137e-6,379,227,2932,1010,1135
ENSMUSG00000036591,Arhgap21,71435,Rho GTPase activating protein 21,416.9179864447439,2.03098477624302,0.35863086401241895,5.663162265288717,1.4860850713773706e-8,1.4011950063411564e-6,152,168,829,399,537
ENSMUSG00000022102,Dok2,13449,docking protein 2,3601.0981529824076,0.7006253479307155,0.1238169131902828,5.658559318580241,1.526489566016679e-8,1.4295003650194286e-6,2801,2925,4834,3805,3727
ENSMUSG00000019872,Smpdl3a,57319,"sphingomyelin phosphodiesterase, acid-like 3A",4754.293897842362,0.8858792723563255,0.15778965598648687,5.614305112828133,1.973537157777172e-8,1.7991862592026851e-6,3263,3633,5313,5588,5830
ENSMUSG00000063870,Chd4,107932,chromodomain helicase DNA binding protein 4,17344.06310178229,-0.6127656123778233,0.10986614348939902,-5.577383467882888,2.4416324058892254e-8,2.1968308300307893e-6,24063,23757,16463,11431,13832
ENSMUSG00000022346,Myc,17869,myelocytomatosis oncogene,2587.2720689959265,-0.7834288337795228,0.14120649407864386,-5.548107676571859,2.8877801892258043e-8,2.5813754600573004e-6,3639,3921,2153,1909,1748
